games_2023,minutes_played_2023,goals_2023,assists_2023,goals_against_2023,goals_for_2023,clean_sheet_2023,position,sub_position,foot,height_in_cm,age,term_days_remaining,market_value_in_eur,highest_market_value_in_eur,yellow_cards_2023,red_cards_2023,current_club_domestic_competition_id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,189.0,23.0,70,300000.0,300000.0,0.0,0.0,3
6.0,166.0,0.0,0.0,7.0,8.0,2.0,2,5,1.0,183.0,21.0,70,500000.0,500000.0,1.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,198.0,23.0,435,200000.0,300000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,175.0,21.0,70,100000.0,100000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,193.0,21.0,435,250000.0,250000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,179.0,37.0,70,450000.0,4000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,180.0,39.0,70,300000.0,1300000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,189.0,34.0,70,600000.0,3500000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,180.0,36.0,70,700000.0,7000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,194.0,36.0,619,2500000.0,28000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,188.0,34.0,70,300000.0,4500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,182.0,37.0,254,4000000.0,90000000.0,0.0,0.0,4
42.0,3780.0,0.0,0.0,35.0,58.0,18.0,0,0,0.0,190.0,36.0,70,5000000.0,20000000.0,3.0,0.0,2
28.0,2008.0,9.0,2.0,48.0,37.0,5.0,3,3,1.0,177.0,33.0,435,9000000.0,38000000.0,1.0,0.0,1
9.0,331.0,1.0,2.0,7.0,25.0,4.0,3,9,1.0,175.0,33.0,70,5000000.0,150000000.0,0.0,0.0,4
33.0,2393.0,6.0,2.0,45.0,50.0,11.0,1,6,0.0,178.0,33.0,800,20000000.0,25000000.0,4.0,1.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,184.0,35.0,619,700000.0,18000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,170.0,36.0,70,500000.0,2000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,186.0,35.0,619,2000000.0,17000000.0,0.0,0.0,0
22.0,918.0,1.0,0.0,36.0,28.0,5.0,3,9,1.0,172.0,32.0,800,14000000.0,150000000.0,3.0,0.0,0
30.0,2503.0,13.0,4.0,47.0,38.0,5.0,3,3,1.0,192.0,34.0,435,6000000.0,8000000.0,2.0,0.0,4
23.0,1899.0,0.0,0.0,28.0,38.0,6.0,2,4,1.0,194.0,33.0,435,3500000.0,17000000.0,9.0,0.0,1
32.0,2441.0,4.0,4.0,55.0,31.0,7.0,3,3,1.0,181.0,37.0,435,1500000.0,7500000.0,1.0,0.0,2
40.0,3073.0,7.0,25.0,34.0,103.0,17.0,1,6,1.0,181.0,33.0,435,80000000.0,150000000.0,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,187.0,33.0,254,1500000.0,10000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,188.0,33.0,70,200000.0,300000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,196.0,31.0,70,75000.0,125000.0,0.0,0.0,1
26.0,2065.0,2.0,4.0,47.0,35.0,3.0,1,1,1.0,185.0,32.0,70,1500000.0,4500000.0,7.0,0.0,1
29.0,2032.0,3.0,0.0,60.0,28.0,3.0,1,6,1.0,181.0,32.0,70,2500000.0,10000000.0,8.0,0.0,2
26.0,2107.0,9.0,1.0,41.0,33.0,4.0,3,3,1.0,177.0,33.0,435,6000000.0,12000000.0,4.0,1.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,187.0,37.0,70,300000.0,800000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,185.0,32.0,619,1200000.0,8000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,201.0,35.0,70,125000.0,150000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,180.0,32.0,435,1700000.0,10000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,186.0,30.0,70,1500000.0,1500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,192.0,32.0,70,125000.0,125000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,179.0,32.0,435,1500000.0,3000000.0,0.0,0.0,3
2.0,142.0,0.0,0.0,13.0,11.0,0.0,2,5,1.0,184.0,30.0,435,600000.0,18000000.0,1.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,186.0,31.0,70,300000.0,500000.0,0.0,0.0,1
27.0,2200.0,0.0,2.0,48.0,41.0,7.0,1,7,1.0,173.0,32.0,800,5000000.0,7500000.0,6.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,174.0,33.0,70,50000.0,1500000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,189.0,32.0,435,1500000.0,2500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,186.0,34.0,70,400000.0,400000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,178.0,34.0,435,2200000.0,8000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,180.0,33.0,70,2500000.0,12000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,178.0,35.0,254,1200000.0,8000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,176.0,31.0,70,3000000.0,7000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,186.0,31.0,70,100000.0,800000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,191.0,37.0,619,1000000.0,1000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,190.0,32.0,70,200000.0,700000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,185.0,35.0,70,1000000.0,2000000.0,0.0,0.0,4
36.0,3004.0,3.0,2.0,57.0,68.0,9.0,1,1,1.0,187.0,30.0,800,11000000.0,13000000.0,12.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,184.0,32.0,435,2400000.0,6000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,184.0,31.0,70,200000.0,1300000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,186.0,32.0,435,1200000.0,2500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,184.0,31.0,435,1200000.0,1500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,186.0,30.0,254,900000.0,1000000.0,0.0,0.0,2
25.0,1492.0,0.0,1.0,33.0,28.0,5.0,2,5,1.0,183.0,31.0,435,3000000.0,4000000.0,4.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,178.0,29.0,435,3800000.0,8000000.0,0.0,0.0,0
24.0,1869.0,2.0,3.0,19.0,65.0,11.0,2,4,1.0,188.0,30.0,800,30000000.0,60000000.0,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,180.0,29.0,800,4500000.0,4500000.0,0.0,0.0,2
38.0,2913.0,1.0,0.0,57.0,69.0,11.0,2,4,1.0,195.0,28.0,435,20000000.0,40000000.0,7.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,178.0,28.0,435,100000.0,200000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,175.0,31.0,70,400000.0,1000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,178.0,30.0,70,100000.0,450000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,196.0,31.0,70,600000.0,900000.0,0.0,0.0,1
35.0,2402.0,0.0,1.0,32.0,53.0,17.0,1,1,1.0,180.0,30.0,1165,7000000.0,7000000.0,6.0,0.0,2
33.0,2061.0,0.0,1.0,28.0,57.0,18.0,2,5,1.0,182.0,30.0,435,4000000.0,25000000.0,3.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,183.0,28.0,435,1000000.0,2000000.0,0.0,0.0,4
32.0,2073.0,8.0,10.0,52.0,67.0,7.0,3,9,1.0,172.0,29.0,800,30000000.0,30000000.0,1.0,0.0,0
20.0,1376.0,4.0,3.0,32.0,27.0,1.0,1,7,1.0,183.0,30.0,800,4000000.0,7500000.0,3.0,0.0,4
22.0,1639.0,0.0,0.0,48.0,37.0,3.0,2,4,1.0,190.0,29.0,800,5500000.0,20000000.0,8.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0.0,176.0,28.0,70,800000.0,1000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,184.0,27.0,800,2000000.0,2000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,180.0,27.0,70,250000.0,400000.0,0.0,0.0,1
28.0,1716.0,1.0,1.0,52.0,20.0,3.0,3,8,1.0,181.0,28.0,70,1000000.0,1000000.0,3.0,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,195.0,26.0,70,18000000.0,22000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,178.0,25.0,70,300000.0,500000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,176.0,25.0,70,350000.0,350000.0,0.0,0.0,1
21.0,1199.0,2.0,1.0,41.0,33.0,2.0,3,3,0.0,190.0,25.0,435,1200000.0,1200000.0,1.0,0.0,2
3.0,46.0,0.0,0.0,4.0,3.0,1.0,2,5,1.0,180.0,25.0,70,1000000.0,2500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,185.0,27.0,435,500000.0,500000.0,0.0,0.0,4
30.0,2042.0,7.0,3.0,55.0,39.0,4.0,3,3,1.0,181.0,27.0,435,4300000.0,11000000.0,5.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,173.0,21.0,800,25000000.0,25000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,172.0,22.0,800,375000.0,375000.0,0.0,0.0,1
32.0,2522.0,4.0,4.0,25.0,56.0,15.0,1,1,1.0,182.0,26.0,800,60000000.0,60000000.0,4.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,183.0,24.0,435,350000.0,550000.0,0.0,0.0,0
18.0,1089.0,2.0,2.0,26.0,22.0,6.0,1,6,1.0,178.0,25.0,800,3500000.0,3500000.0,3.0,0.0,1
5.0,152.0,0.0,0.0,11.0,3.0,1.0,2,2,0.0,170.0,20.0,1165,7000000.0,7000000.0,0.0,0.0,0
29.0,1210.0,1.0,2.0,39.0,39.0,7.0,3,9,1.0,175.0,22.0,1165,22000000.0,22000000.0,2.0,0.0,0
38.0,2428.0,0.0,5.0,52.0,54.0,12.0,2,5,1.0,172.0,38.0,70,3000000.0,30000000.0,3.0,0.0,4
16.0,621.0,0.0,1.0,40.0,15.0,3.0,1,7,1.0,179.0,34.0,70,600000.0,5000000.0,1.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,187.0,35.0,70,900000.0,13000000.0,0.0,0.0,1
27.0,2020.0,0.0,0.0,29.0,42.0,11.0,1,1,1.0,183.0,37.0,70,3000000.0,17500000.0,2.0,1.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,175.0,33.0,70,600000.0,5000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,194.0,32.0,984,1200000.0,2800000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,185.0,34.0,70,2000000.0,15000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,182.0,35.0,70,300000.0,2000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,185.0,31.0,70,2500000.0,15000000.0,0.0,0.0,0
42.0,3672.0,25.0,4.0,55.0,66.0,13.0,3,3,1.0,188.0,31.0,70,90000000.0,150000000.0,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,198.0,28.0,435,600000.0,700000.0,0.0,0.0,2
31.0,1048.0,3.0,3.0,32.0,47.0,12.0,3,12,1.0,188.0,30.0,435,14000000.0,38000000.0,2.0,0.0,2
25.0,2112.0,0.0,2.0,32.0,30.0,6.0,2,4,1.0,186.0,28.0,800,18000000.0,35000000.0,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,175.0,31.0,435,800000.0,800000.0,0.0,0.0,4
21.0,835.0,2.0,1.0,32.0,31.0,4.0,3,3,1.0,196.0,28.0,800,2000000.0,2800000.0,1.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,183.0,31.0,435,600000.0,600000.0,0.0,0.0,0
11.0,301.0,0.0,2.0,15.0,14.0,3.0,3,9,0.0,179.0,28.0,1165,15000000.0,18000000.0,0.0,0.0,0
36.0,2911.0,0.0,2.0,32.0,57.0,18.0,2,5,1.0,185.0,32.0,435,7500000.0,10000000.0,5.0,1.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,181.0,29.0,70,325000.0,1000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,188.0,28.0,70,225000.0,250000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,180.0,29.0,435,1200000.0,8000000.0,0.0,0.0,2
26.0,1799.0,3.0,1.0,30.0,34.0,7.0,1,7,1.0,183.0,28.0,1165,13000000.0,15000000.0,5.0,0.0,0
26.0,2133.0,3.0,4.0,57.0,22.0,3.0,1,7,0.0,187.0,29.0,435,7000000.0,20000000.0,5.0,0.0,3
26.0,1824.0,0.0,2.0,56.0,31.0,6.0,1,7,1.0,175.0,27.0,435,10000000.0,20000000.0,4.0,0.0,0
23.0,1859.0,0.0,0.0,34.0,26.0,4.0,2,4,1.0,184.0,29.0,435,5000000.0,5000000.0,5.0,0.0,3
34.0,2658.0,1.0,0.0,23.0,97.0,17.0,2,4,1.0,187.0,27.0,1165,75000000.0,75000000.0,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,178.0,27.0,435,2000000.0,2000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,183.0,32.0,70,4500000.0,7500000.0,0.0,0.0,4
25.0,1936.0,4.0,0.0,19.0,46.0,11.0,2,4,0.0,184.0,29.0,70,18000000.0,35000000.0,8.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,193.0,38.0,70,200000.0,4000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1.0,185.0,28.0,800,900000.0,900000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0.0,176.0,29.0,435,1200000.0,2000000.0,0.0,0.0,4
7.0,612.0,0.0,0.0,11.0,4.0,1.0,2,4,0.0,190.0,28.0,435,18000000.0,18000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0.0,177.0,27.0,70,350000.0,1000000.0,0.0,0.0,2
24.0,1112.0,4.0,6.0,38.0,55.0,7.0,1,6,1.0,179.0,26.0,70,40000000.0,50000000.0,2.0,0.0,1
31.0,1148.0,7.0,4.0,54.0,36.0,6.0,3,3,0.0,185.0,28.0,70,17000000.0,20000000.0,1.0,0.0,0
30.0,1015.0,2.0,3.0,36.0,52.0,11.0,3,12,1.0,179.0,25.0,435,4000000.0,5500000.0,2.0,0.0,1
35.0,2962.0,1.0,0.0,41.0,54.0,11.0,2,4,1.0,185.0,26.0,1165,45000000.0,50000000.0,6.0,1.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,177.0,34.0,435,700000.0,1250000.0,0.0,0.0,3
3.0,93.0,0.0,0.0,5.0,3.0,0.0,2,4,1.0,190.0,25.0,435,9000000.0,12000000.0,0.0,0.0,1
9.0,71.0,0.0,0.0,6.0,15.0,6.0,3,3,1.0,180.0,26.0,70,1500000.0,3000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,178.0,29.0,800,8000000.0,8000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,175.0,25.0,70,100000.0,300000.0,0.0,0.0,2
30.0,2399.0,6.0,5.0,49.0,45.0,6.0,1,6,1.0,180.0,25.0,435,20000000.0,22000000.0,7.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,178.0,26.0,70,2000000.0,4500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,186.0,26.0,2992,3000000.0,3000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,191.0,26.0,800,400000.0,400000.0,0.0,0.0,3
6.0,370.0,3.0,0.0,7.0,7.0,1.0,3,3,1.0,191.0,27.0,1531,18000000.0,18000000.0,1.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,189.0,26.0,70,100000.0,150000.0,0.0,0.0,2
18.0,400.0,0.0,0.0,28.0,23.0,5.0,1,7,1.0,177.0,27.0,435,3500000.0,4000000.0,0.0,0.0,4
15.0,391.0,0.0,0.0,7.0,48.0,9.0,1,1,1.0,179.0,28.0,1531,35000000.0,50000000.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,194.0,28.0,70,225000.0,350000.0,0.0,0.0,3
37.0,2845.0,7.0,1.0,38.0,109.0,16.0,2,5,1.0,186.0,28.0,70,35000000.0,45000000.0,9.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,187.0,25.0,70,175000.0,175000.0,0.0,0.0,1
22.0,1880.0,0.0,0.0,28.0,32.0,8.0,2,4,1.0,193.0,26.0,800,5500000.0,5500000.0,2.0,0.0,2
35.0,2672.0,2.0,3.0,39.0,63.0,17.0,2,5,1.0,183.0,25.0,70,35000000.0,35000000.0,7.0,0.0,0
29.0,1888.0,2.0,4.0,40.0,47.0,8.0,1,7,1.0,174.0,24.0,70,10000000.0,11000000.0,4.0,0.0,1
32.0,2880.0,2.0,3.0,44.0,31.0,8.0,1,1,1.0,188.0,25.0,70,80000000.0,80000000.0,5.0,0.0,0
22.0,1344.0,0.0,0.0,31.0,28.0,4.0,2,4,1.0,184.0,29.0,70,2000000.0,10000000.0,5.0,0.0,4
31.0,1479.0,2.0,1.0,48.0,45.0,9.0,1,6,1.0,178.0,28.0,70,25000000.0,30000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,187.0,24.0,435,600000.0,2500000.0,0.0,0.0,2
35.0,1252.0,8.0,0.0,33.0,54.0,18.0,3,3,1.0,183.0,24.0,435,20000000.0,40000000.0,5.0,1.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0.0,178.0,29.0,435,5000000.0,5000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,190.0,26.0,70,500000.0,1000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,195.0,26.0,435,200000.0,300000.0,0.0,0.0,2
21.0,970.0,0.0,1.0,37.0,29.0,3.0,1,1,1.0,193.0,26.0,70,8000000.0,8000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,172.0,26.0,70,2000000.0,14000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,191.0,27.0,435,500000.0,2500000.0,0.0,0.0,4
25.0,2143.0,5.0,1.0,39.0,30.0,3.0,1,1,1.0,185.0,31.0,435,4000000.0,10000000.0,8.0,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,180.0,30.0,70,900000.0,900000.0,0.0,0.0,3
12.0,796.0,0.0,1.0,20.0,18.0,1.0,2,2,0.0,178.0,27.0,800,2000000.0,2000000.0,1.0,0.0,3
41.0,3660.0,6.0,4.0,65.0,86.0,9.0,2,4,1.0,190.0,26.0,435,25000000.0,25000000.0,2.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,176.0,24.0,435,1500000.0,2000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,176.0,26.0,435,250000.0,250000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,185.0,24.0,435,200000.0,200000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,193.0,28.0,800,700000.0,700000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,184.0,26.0,435,300000.0,300000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,188.0,26.0,70,200000.0,300000.0,0.0,0.0,4
24.0,732.0,3.0,2.0,38.0,29.0,7.0,3,3,1.0,190.0,26.0,70,3500000.0,3500000.0,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,0.0,185.0,24.0,405,75000.0,150000.0,0.0,0.0,2
40.0,3241.0,6.0,0.0,39.0,92.0,16.0,2,4,1.0,186.0,26.0,435,70000000.0,70000000.0,5.0,0.0,4
17.0,584.0,0.0,0.0,25.0,17.0,2.0,1,7,0.0,189.0,25.0,800,4000000.0,4000000.0,0.0,0.0,2
32.0,2781.0,0.0,5.0,28.0,62.0,19.0,2,4,1.0,180.0,25.0,1165,60000000.0,60000000.0,1.0,0.0,4
27.0,2107.0,6.0,3.0,29.0,36.0,11.0,1,1,1.0,188.0,28.0,1165,5000000.0,5000000.0,5.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,176.0,28.0,435,8000000.0,8000000.0,0.0,0.0,3
18.0,419.0,3.0,0.0,31.0,28.0,2.0,3,3,1.0,182.0,28.0,70,1500000.0,7000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,185.0,24.0,435,150000.0,150000.0,0.0,0.0,2
24.0,1646.0,1.0,0.0,32.0,34.0,9.0,2,4,1.0,190.0,24.0,435,20000000.0,28000000.0,1.0,0.0,1
22.0,1719.0,12.0,5.0,25.0,44.0,4.0,3,9,1.0,184.0,27.0,800,35000000.0,35000000.0,0.0,0.0,3
20.0,689.0,1.0,1.0,33.0,36.0,3.0,1,1,0.0,183.0,23.0,435,6000000.0,7000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,185.0,23.0,254,1500000.0,1500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,182.0,27.0,435,850000.0,850000.0,0.0,0.0,4
14.0,148.0,0.0,0.0,29.0,19.0,2.0,3,8,0.0,167.0,21.0,800,500000.0,500000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,170.0,23.0,435,6000000.0,6000000.0,0.0,0.0,0
25.0,1870.0,1.0,1.0,26.0,34.0,8.0,1,1,1.0,180.0,23.0,800,15000000.0,15000000.0,5.0,0.0,2
45.0,3411.0,1.0,0.0,49.0,82.0,20.0,2,4,0.0,175.0,26.0,1165,50000000.0,50000000.0,10.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,182.0,25.0,435,2000000.0,2000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,183.0,26.0,800,5000000.0,5000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0.0,173.0,25.0,435,1500000.0,3000000.0,0.0,0.0,4
18.0,484.0,1.0,0.0,30.0,23.0,3.0,3,3,1.0,180.0,24.0,800,2400000.0,2400000.0,1.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,183.0,22.0,70,200000.0,200000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,181.0,24.0,70,250000.0,250000.0,0.0,0.0,0
31.0,2130.0,4.0,6.0,43.0,47.0,10.0,1,7,1.0,180.0,23.0,1165,32000000.0,32000000.0,4.0,0.0,0
26.0,971.0,1.0,1.0,32.0,55.0,8.0,2,5,1.0,163.0,24.0,435,15000000.0,18000000.0,1.0,0.0,0
26.0,1339.0,3.0,2.0,38.0,33.0,5.0,1,7,1.0,178.0,28.0,1165,6000000.0,6000000.0,3.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,171.0,24.0,70,400000.0,400000.0,0.0,0.0,1
37.0,3227.0,3.0,0.0,36.0,46.0,13.0,2,4,1.0,186.0,25.0,435,30000000.0,30000000.0,13.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,185.0,24.0,435,500000.0,500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,190.0,23.0,70,500000.0,500000.0,0.0,0.0,4
11.0,132.0,0.0,0.0,17.0,25.0,3.0,3,3,1.0,189.0,22.0,435,2000000.0,2000000.0,0.0,0.0,1
16.0,1199.0,0.0,0.0,26.0,24.0,3.0,2,4,1.0,187.0,25.0,800,4500000.0,5000000.0,6.0,1.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,192.0,23.0,70,400000.0,400000.0,0.0,0.0,4
28.0,2389.0,2.0,2.0,38.0,31.0,8.0,2,2,0.0,185.0,28.0,70,2000000.0,2000000.0,4.0,1.0,3
20.0,1302.0,0.0,1.0,13.0,27.0,9.0,1,7,1.0,175.0,25.0,1165,7000000.0,7000000.0,4.0,0.0,3
