games_2023,minutes_played_2023,goals_2023,assists_2023,goals_against_2023,goals_for_2023,clean_sheet_2023,position,sub_position,foot,height_in_cm,age,term_days_remaining,market_value_in_eur,highest_market_value_in_eur,yellow_cards_2023,red_cards_2023,current_club_domestic_competition_id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,187.0,30.0,981,3500000.0,3500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,172.0,28.0,432,1000000.0,4000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,184.0,32.0,67,250000.0,300000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,174.0,31.0,67,1400000.0,2000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,186.0,35.0,67,1500000.0,10000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,188.0,29.0,67,150000.0,200000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,191.0,32.0,67,500000.0,700000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,180.0,34.0,67,900000.0,3000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,181.0,30.0,432,2500000.0,2500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,173.0,30.0,432,80000000.0,100000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,180.0,28.0,67,150000.0,300000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,188.0,25.0,67,250000.0,275000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,180.0,28.0,797,1800000.0,3000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,187.0,31.0,432,10000000.0,11000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0.0,175.0,26.0,67,2000000.0,3000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,177.0,29.0,432,25000000.0,25000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,185.0,29.0,67,1000000.0,1000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,180.0,29.0,67,500000.0,1200000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,184.0,27.0,432,17000000.0,55000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,177.0,28.0,67,125000.0,150000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,172.0,29.0,797,22000000.0,25000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,175.0,26.0,797,6500000.0,15000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,178.0,29.0,67,700000.0,1200000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,177.0,28.0,616,2500000.0,3000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,183.0,26.0,402,2300000.0,3000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,183.0,25.0,616,1200000.0,1800000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,180.0,32.0,67,4000000.0,4000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,196.0,25.0,797,50000000.0,65000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,182.0,25.0,67,350000.0,450000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,175.0,25.0,67,500000.0,500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,192.0,27.0,432,300000.0,350000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,181.0,28.0,981,4000000.0,8500000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,180.0,28.0,67,700000.0,1500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,191.0,26.0,432,1200000.0,1500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,188.0,24.0,67,125000.0,150000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,177.0,30.0,67,300000.0,500000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,184.0,26.0,67,9000000.0,10000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,183.0,25.0,1162,2000000.0,2000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,179.0,25.0,67,900000.0,900000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,186.0,26.0,67,2200000.0,2500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,184.0,26.0,797,7500000.0,8500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,178.0,29.0,797,5000000.0,9000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,184.0,28.0,67,1500000.0,2600000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,186.0,30.0,67,2000000.0,4000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,185.0,24.0,67,75000.0,200000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,185.0,27.0,797,7000000.0,13000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,192.0,27.0,67,1800000.0,2000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0.0,167.0,27.0,67,400000.0,700000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,185.0,24.0,67,3000000.0,6000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,180.0,24.0,797,1800000.0,1800000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,176.0,28.0,797,15000000.0,15000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,190.0,25.0,797,14000000.0,14000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,187.0,25.0,432,400000.0,400000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,187.0,25.0,432,1000000.0,1000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,184.0,24.0,1162,25000000.0,37000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,174.0,24.0,1162,25000000.0,25000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,182.0,26.0,432,32000000.0,35000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,181.0,25.0,797,70000000.0,70000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0.0,172.0,25.0,67,20000000.0,30000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,193.0,29.0,432,600000.0,600000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,190.0,25.0,1162,20000000.0,20000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,182.0,30.0,67,600000.0,1000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,184.0,26.0,432,400000.0,400000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,188.0,24.0,1162,3000000.0,3500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,180.0,27.0,1162,45000000.0,45000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,174.0,28.0,432,2000000.0,5000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,187.0,23.0,797,40000000.0,40000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,185.0,27.0,432,800000.0,1000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,184.0,27.0,797,8500000.0,8500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,166.0,24.0,1162,8000000.0,8000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,175.0,23.0,251,1000000.0,1000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,182.0,22.0,67,1500000.0,1500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,178.0,22.0,67,7500000.0,9000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,180.0,24.0,1528,70000000.0,70000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,185.0,22.0,1162,75000000.0,75000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,184.0,23.0,432,250000.0,300000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,191.0,23.0,67,4000000.0,4000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0.0,171.0,22.0,797,250000.0,250000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,190.0,24.0,797,7000000.0,7000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,183.0,22.0,67,5000000.0,7000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,180.0,24.0,1162,15000000.0,20000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,178.0,22.0,432,800000.0,800000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,194.0,25.0,797,30000000.0,40000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,188.0,22.0,432,175000.0,200000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,183.0,22.0,432,700000.0,800000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,187.0,22.0,67,250000.0,250000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,194.0,20.0,1162,30000000.0,30000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,180.0,21.0,797,15000000.0,15000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,176.0,23.0,432,1000000.0,5500000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,184.0,22.0,67,125000.0,200000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,184.0,25.0,67,8000000.0,8000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,180.0,22.0,1162,3500000.0,3500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,185.0,24.0,797,1200000.0,1800000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,180.0,24.0,797,200000.0,225000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,188.0,26.0,1162,8000000.0,12000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,190.0,24.0,432,150000.0,150000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,189.0,22.0,432,250000.0,250000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,184.0,21.0,432,20000000.0,20000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,182.0,23.0,1528,24000000.0,24000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,181.0,22.0,1162,2000000.0,3000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,187.0,23.0,797,1000000.0,1500000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,176.0,22.0,432,18000000.0,18000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0.0,171.0,22.0,797,1200000.0,1200000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,182.0,20.0,432,300000.0,300000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,183.0,24.0,1162,5000000.0,6000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,190.0,21.0,67,1000000.0,1000000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,170.0,22.0,1162,2000000.0,2000000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,193.0,22.0,797,500000.0,500000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,175.0,22.0,432,100000.0,100000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,183.0,24.0,67,400000.0,500000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,176.0,25.0,1162,3500000.0,4500000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,190.0,23.0,67,100000.0,150000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,182.0,22.0,432,1500000.0,1500000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,165.0,22.0,432,400000.0,400000.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1.0,176.0,21.0,432,100000.0,100000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,181.0,40.0,67,2500000.0,40000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,179.0,35.0,67,175000.0,3000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,178.0,36.0,251,300000.0,5000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,180.0,34.0,37,500000.0,2000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,192.0,36.0,67,900000.0,6000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,180.0,36.0,67,400000.0,5000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,184.0,35.0,67,100000.0,500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,188.0,35.0,67,100000.0,2000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,185.0,36.0,67,350000.0,1500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,185.0,35.0,67,1200000.0,13000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,183.0,34.0,67,900000.0,4000000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,192.0,33.0,67,450000.0,2500000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,194.0,31.0,432,1000000.0,3500000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,180.0,32.0,67,18000000.0,30000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,189.0,35.0,67,1000000.0,12000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,194.0,32.0,67,600000.0,1500000.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1.0,185.0,29.0,432,45000000.0,45000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,197.0,29.0,432,125000.0,125000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,192.0,28.0,67,325000.0,750000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,190.0,27.0,432,600000.0,1300000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,175.0,26.0,797,9000000.0,9000000.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,175.0,24.0,1162,15000000.0,20000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,171.0,25.0,67,2800000.0,2800000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,193.0,22.0,432,1500000.0,1500000.0,0.0,0.0,0
